Product Name,Price,Description,Reviews
"SAMSUNG Galaxy Z Flip5 Special Edition (Yellow, 256 GB)","₹99,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display12MP + 12MP | 10MP Front Camera3700 mAh BatteryQualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.512 Ratings & 0 Reviews
"SAMSUNG Galaxy Z Fold5 (Phantom Black, 256 GB)","₹96,990",12 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Display50MP + 12MP + 10MP4400 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6503 Ratings & 27 Reviews
"vivo X200 Pro 5G (Cosmos Black, 512 GB)","₹94,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP + 50MP + 200MP | 32MP Front Camera6000 mAh BatteryDimensity 9400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.7601 Ratings & 160 Reviews
"OPPO Find X8 Pro 5G (Pearl White, 512 GB)","₹99,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 50MP | 32MP Front Camera5910 mAh BatteryDimensity 9400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.756 Ratings & 13 Reviews
"SAMSUNG Galaxy Z Flip5 (Mint, 256 GB)","₹99,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4792 Ratings & 46 Reviews
"SAMSUNG Galaxy S25 Plus 5G (Silver Shadow, 256 GB)","₹99,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4900 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.835 Ratings & 7 Reviews
"SAMSUNG Galaxy S25 5G (Mint, 512 GB)","₹92,999",12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6993 Ratings & 162 Reviews
"Apple iPhone 14 Plus (Yellow, 512 GB)","₹99,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","4.685,285 Ratings & 4,751 Reviews"
"SAMSUNG Galaxy S25 5G (Silver Shadow, 512 GB)","₹92,999",12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6993 Ratings & 162 Reviews
"OPPO Find X8 Pro 5G (Space Black, 512 GB)","₹99,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 50MP | 32MP Front Camera5910 mAh BatteryDimensity 9400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.756 Ratings & 13 Reviews
"SAMSUNG Galaxy Z Flip4 5G (Pink Gold, 256 GB)","₹94,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display12MP + 12MP | 10MP Front Camera3700 mAh Lithium Ion BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,3.9371 Ratings & 24 Reviews
"SAMSUNG Galaxy S25 5G (Icyblue, 512 GB)","₹92,999",12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6993 Ratings & 162 Reviews
"POCO C61 (Ethereal Blue, 64 GB)","₹5,899",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.282,969 Ratings & 3,467 Reviews"
"MOTOROLA g05 (Forest Green, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.310,902 Ratings & 921 Reviews"
"SAMSUNG Galaxy F05 (Twilight Blue, 64 GB)","₹6,249",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"4.237,080 Ratings & 2,173 Reviews"
"POCO C75 5G (Silver Stardust, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.319,747 Ratings & 1,142 Reviews"
"SAMSUNG Galaxy F06 5G (Lit Violet, 128 GB)","₹11,499",6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1393 Ratings & 47 Reviews
"SAMSUNG Galaxy F06 5G (Lit Violet, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3438 Ratings & 33 Reviews
"POCO C61 (Diamond Dust Black, 64 GB)","₹5,899",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.282,969 Ratings & 3,467 Reviews"
"POCO C75 5G (Enchanted Green, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.319,747 Ratings & 1,142 Reviews"
"SAMSUNG Galaxy F06 5G (Bahama Blue, 128 GB)","₹11,499",6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1393 Ratings & 47 Reviews
"SAMSUNG Galaxy F06 5G (Bahama Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3438 Ratings & 33 Reviews
"realme C61 (Safari Green, 128 GB)","₹8,199",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.410,956 Ratings & 356 Reviews"
"SAMSUNG Galaxy A05 (Silver, 128 GB)","₹8,029",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2542 Ratings & 23 Reviews
"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,"4.223,186 Ratings & 1,987 Reviews"
"realme C61 (Marble Black, 64 GB)","₹7,699",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.34,756 Ratings & 191 Reviews"
"POCO C75 5G (Aqua Bliss, 64 GB)","₹7,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.319,747 Ratings & 1,142 Reviews"
"realme C61 (Safari Green, 64 GB)","₹7,399",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.34,756 Ratings & 191 Reviews"
"POCO C61  - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)","₹5,399",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.282,969 Ratings & 3,467 Reviews"
"Motorola g45 5G (Brilliant Green, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.41,12,260 Ratings & 5,830 Reviews"
"Motorola g45 5G (Viva Magenta, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.329,160 Ratings & 1,925 Reviews"
"MOTOROLA g35 5G (Leaf Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,"4.223,186 Ratings & 1,987 Reviews"
"Motorola g45 5G (Brilliant Green, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.329,160 Ratings & 1,925 Reviews"
"Motorola e13 (Aurora Green, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,"4.11,06,418 Ratings & 7,795 Reviews"
"SAMSUNG Galaxy A05 (Silver, 64 GB)","₹7,899",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4429 Ratings & 24 Reviews
"realme C61 (Marble Black, 128 GB)","₹8,199",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.410,956 Ratings & 356 Reviews"
"SAMSUNG Galaxy F06 5G (Lit Violet, 128 GB)","₹11,499",6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1393 Ratings & 47 Reviews
"SAMSUNG Galaxy F06 5G (Lit Violet, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3438 Ratings & 33 Reviews
"SAMSUNG M05 (Mint Green, 64 GB)","₹6,965",4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"4.31,265 Ratings & 61 Reviews"
"Motorola g45 5G (Viva Magenta, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.41,12,260 Ratings & 5,830 Reviews"
"SAMSUNG Galaxy F06 5G (Bahama Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3438 Ratings & 33 Reviews
"SAMSUNG Galaxy F06 5G (Bahama Blue, 128 GB)","₹11,499",6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1393 Ratings & 47 Reviews
"realme C63 (Leather Blue, 64 GB)","₹8,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.39,886 Ratings & 505 Reviews"
"realme P2 Pro 5G (Eagle Grey, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5200 mAh Battery7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.48,338 Ratings & 596 Reviews"
"realme P1 5G (Feather Blue, 128 GB)","₹13,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.489,394 Ratings & 5,267 Reviews"
"realme P1 5G (Peacock Green, 128 GB)","₹13,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.489,394 Ratings & 5,267 Reviews"
"POCO M6 Plus 5G (Misty Lavender, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.26,179 Ratings & 429 Reviews"
HOTLINE H312,₹549,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh BatteryThe Hotline Mobiles has 3 Months Manufacture’s Warranty & after Warranty period we would like to help our customers with the best possible service under low expenses,"3.41,609 Ratings & 105 Reviews"
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.325,301 Ratings & 1,305 Reviews"
"REDMI 13 5G (Black Diamond, 128 GB)","₹13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"4.25,820 Ratings & 325 Reviews"
Jmax Super 2,₹480,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1100 mAh Battery3 months Domestic Warranty,"3.91,348 Ratings & 103 Reviews"
"Motorola Edge 50 Fusion (Hot Pink, 256 GB)","₹22,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,"4.41,21,408 Ratings & 8,501 Reviews"
"realme P3x 5G (Midnight Blue, 128 GB)","₹14,999",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5374 Ratings & 22 Reviews
"Motorola g45 5G (Brilliant Blue, 128 GB)","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.329,160 Ratings & 1,925 Reviews"
"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)","₹22,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,"4.41,21,408 Ratings & 8,501 Reviews"
"Motorola g64 5G (Mint Green, 256 GB)","₹15,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,"4.270,031 Ratings & 4,524 Reviews"
"Motorola g45 5G (Pink Lavender, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.41,12,260 Ratings & 5,830 Reviews"
"MOTOROLA g05 (Plum Red, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"4.310,902 Ratings & 921 Reviews"
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,"4.51,02,107 Ratings & 6,726 Reviews"
"realme C63 (Leather Blue, 128 GB)","₹8,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4.39,886 Ratings & 505 Reviews"
